ANIMAL	YEAR	AGE	REPLAST	YOUNG	MYEARL	FYEARL	MATRILINE	OTHFEM	MALEPRES	NEWMALE	YOUNGAD	OFFSPYOUNG	OLDAD	OFFSPOLD	SAMEAD	OFFSSAME	2YR	GPUP	MYOUNGAM	FYOUNGAM	MYEARLAM	FYEARLAM	FADAM	MYEARLAG	FYEARLAG	FADAG	MYEARLAMNK	FYEARLAMNK	FADAMNK	MYEARLAGNK	FYEARLAGNK	FADAGNK	COLONY	ELEV	RESIDENT	FSNOWF	LSNOWF	FSNOWC	LSNOWC	LWINT1	LWINT2	GROWSEAS1	GROWSEAS2	SEPMAYPRECIP	JUNEPRECIP	JULYPRECIP	AUGPRECIP	JUNJULPRECIP	JULAUGPRECIP	JUNAUGPRECIP	TEMPSEPTNOV	TEMPJUNAUG	MATDOM	ADFEMDOM
13	1973	2	NA	0	0	0	3	1	TRUE	FALSE	0	0	0	0	3	3	0	0	NA	NA	NA	NA	0.085000001	NA	NA	0	NA	NA	0.064000003	NA	NA	0.043000001	4	2930	1	296	122	300	120	191	185	202	120	22.70000076	1.620000005	0.569999993	1.389999986	2.190000057	1.960000038	3.579999924	36.59999847	55.59999847	53	5
21	1969	2	NA	0	0	0	2	0	TRUE	FALSE	0	0	1	5	0	0	0	0	0.021	0.01	0	0	0.074000001	0.092	0.009	0.108999997	NA	NA	NA	NA	NA	NA	4	2930	1	281	106	304	109	190	169	182	110	17.60000038	0.079999998	3.660000086	2.069999933	3.74000001	5.730000019	5.809999943	36.09999847	55.20000076	34	NA
21	1970	3	0	0	0	0	1	NA	FALSE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	2930	1	276	119	283	125	208	207	174	146	20.60000038	3.779999971	1.940000057	2.289999962	5.71999979	4.230000019	8.010000229	34.59999847	56	NA	NA
56	1993	2	NA	0	0	0	1	0	TRUE	TRUE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	2930	1	280	127	306	128	212	187	198	122	23.5	1.100000024	2.769999981	3.539999962	3.869999886	6.309999943	7.409999847	34.40000153	52.70000076	NA	NA
56	1994	3	0	3	0	0	1	0	TRUE	FALSE	0	0	0	0	0	0	3	58	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	2930	1	283	130	309	102	212	158	181	102	17.89999962	1.049999952	1.039999962	2.680000067	2.089999914	3.720000029	4.769999981	33.70000076	52.90000153	NA	NA
74	1980	2	NA	3	0	0	3	1	TRUE	TRUE	0	0	2	11	0	0	1	0	0	0.025	NA	NA	0.007	NA	NA	0.007	0.017000001	0	0	0.034000002	0.009	0.028999999	4	2930	1	311	137	311	121	191	175	195	74	25.70000076	1.860000014	0.99000001	1.75999999	2.849999905	2.75	4.610000134	35.20000076	51.29999924	28	12
74	1981	3	1	2	2	2	3	2	TRUE	FALSE	0	0	2	14	0	0	0	0	0	0	0	0.01	0.026000001	0.009	0.003	0.165000007	NA	NA	0	NA	NA	0.068000004	4	2930	1	288	141	340	122	218	147	219	83	10.89999962	0	1.090000033	0.99000001	1.090000033	2.079999924	4.610000134	36.79999924	53.20000076	20	4
82	1996	2	NA	2	0	0	3	0	TRUE	FALSE	0	0	0	0	2	8	0	0	0.013	0.079999998	NA	NA	0.221000001	NA	NA	0.015	NA	NA	NA	NA	NA	NA	4	2930	1	273	111	314	120	203	171	164	131	23.5	2.00999999	2.339999914	0.949999988	4.349999905	3.289999962	5.300000191	37.70000076	53.5	27	NA
82	1997	3	1	3	1	0	2	1	TRUE	TRUE	0	0	0	0	1	5	0	0	NA	NA	0	0	0.166999996	0.028000001	0.056000002	0.067000002	NA	NA	0	NA	NA	0.100000001	4	2930	1	261	146	298	99	250	166	187	138	25.79999924	2.019999981	1.080000043	1.269999981	3.099999905	2.349999905	4.369999886	36.09999847	55.29999924	NA	NA
82	1998	4	1	3	1	1	2	1	TRUE	FALSE	0	0	0	0	1	6	0	0	NA	NA	0	0	0.032000002	0.077	0	0	NA	NA	0	NA	NA	0	4	2930	1	281	169	285	169	253	249	108	143	16.61000061	1.269999981	0.790000021	2.50999999	2.059999943	3.299999952	4.570000172	35.70000076	54.20000076	NA	NA
82	1999	5	1	5	0	0	2	2	TRUE	FALSE	0	0	0	0	1	5	0	0	0	0	NA	NA	0.050000001	NA	NA	0	NA	0	0	NA	0	0	4	2930	1	277	157	277	132	245	220	149	113	18.95000076	0.810000002	3.089999914	1.289999962	3.900000095	4.380000114	5.190000057	38.09999847	54.20000076	NA	NA
82	2000	6	1	3	0	3	2	1	TRUE	TRUE	0	0	0	0	1	6	2	1	NA	NA	NA	NA	0	NA	0	0	NA	0	0	NA	0	0	4	2930	1	280	139	281	111	224	195	157	109	17.56999969	1.210000038	3.50999999	3.200000048	4.71999979	6.710000038	7.920000076	38	54.5	NA	NA
82	2001	7	1	3	1	2	2	0	TRUE	FALSE	0	0	0	0	1	0	0	0	0.027000001	0	0.012	0	0.148000002	0	0	0	0	0	NA	0	0	NA	4	2930	1	268	165	268	165	262	262	118	134	13.81999969	1.320000052	1.730000019	4.239999771	3.049999952	5.96999979	7.289999962	35.70000076	55.90000153	NA	NA
82	2002	8	1	4	0	1	1	1	TRUE	FALSE	2	0	0	0	0	0	0	0	0	0.209999993	NA	0	0	NA	0	0.150000006	NA	NA	0	NA	NA	0.017000001	4	2930	1	283	144	283	144	226	226	132	96	12.76000023	1.620000005	2.180000067	4.090000153	3.799999952	6.269999981	7.889999866	39.20000076	55.5	NA	NA
82	2003	9	1	3	4	4	1	3	TRUE	FALSE	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	2930	1	276	130	276	130	219	219	177	119	18.87999916	0.400000006	1.320000052	1.580000043	1.720000029	2.900000095	3.299999952	33.90000153	56.29999924	NA	NA
82	2004	10	1	2	4	2	1	2	TRUE	FALSE	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	2930	1	253	151	307	134	263	192	169	123	16.77000046	0.819999993	1.870000005	2.839999914	2.690000057	4.710000038	5.53000021	37.70000076	55.90000153	NA	NA
83	1996	2	NA	1	0	0	3	0	TRUE	FALSE	0	0	0	0	2	8	0	0	0.052999999	0.032000002	NA	NA	0.131999999	NA	NA	0	NA	NA	NA	NA	NA	NA	4	2930	1	273	111	314	120	203	171	164	131	23.5	2.00999999	2.339999914	0.949999988	4.349999905	3.289999962	5.300000191	37.70000076	53.5	26	NA
83	1997	3	1	4	1	0	1	2	TRUE	TRUE	0	0	0	0	0	0	0	0	NA	NA	0	0	NA	0.028000001	0.056000002	NA	NA	NA	0	NA	NA	0.100000001	4	2930	1	261	146	298	99	250	166	187	138	25.79999924	2.019999981	1.080000043	1.269999981	3.099999905	2.349999905	4.369999886	36.09999847	55.29999924	NA	NA
83	1998	4	1	1	0	3	1	2	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	0	NA	NA	0.462000012	NA	NA	NA	0	NA	NA	0	4	2930	1	281	169	285	169	253	249	108	143	16.61000061	1.269999981	0.790000021	2.50999999	2.059999943	3.299999952	4.570000172	35.70000076	54.20000076	NA	NA
83	1999	5	1	3	3	1	1	2	TRUE	FALSE	0	0	0	0	0	0	0	0	0.035	0.07	NA	0	NA	NA	0.666999996	NA	NA	NA	0	NA	NA	0	4	2930	1	277	157	277	132	245	220	149	113	18.95000076	0.810000002	3.089999914	1.289999962	3.900000095	4.380000114	5.190000057	38.09999847	54.20000076	NA	NA
83	2000	6	1	4	3	3	1	2	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	0.100000001	NA	NA	0.5	NA	NA	NA	0	NA	NA	0	4	2930	1	280	139	281	111	224	195	157	109	17.56999969	1.210000038	3.50999999	3.200000048	4.71999979	6.710000038	7.920000076	38	54.5	NA	NA
84	1996	2	NA	2	0	0	3	0	TRUE	FALSE	0	0	0	0	2	8	0	0	0.079999998	0.064000003	NA	NA	0.308999985	NA	NA	0.015	NA	NA	NA	NA	NA	NA	4	2930	1	273	111	314	120	203	171	164	131	23.5	2.00999999	2.339999914	0.949999988	4.349999905	3.289999962	5.300000191	37.70000076	53.5	27	NA
84	1997	3	1	2	0	1	2	1	TRUE	TRUE	0	0	0	0	1	5	1	2	NA	NA	0	0	0.166999996	0	0	0.067000002	NA	NA	0	NA	NA	0	4	2930	1	261	146	298	99	250	166	187	138	25.79999924	2.019999981	1.080000043	1.269999981	3.099999905	2.349999905	4.369999886	36.09999847	55.29999924	NA	NA
84	1998	4	1	4	2	1	2	1	TRUE	FALSE	0	0	0	0	1	6	0	0	NA	NA	0	0	0.032000002	0.025	0.037999999	0	NA	NA	0	NA	NA	0	4	2930	1	281	169	285	169	253	249	108	143	16.61000061	1.269999981	0.790000021	2.50999999	2.059999943	3.299999952	4.570000172	35.70000076	54.20000076	NA	NA
84	1999	5	1	4	0	0	2	2	TRUE	FALSE	0	0	0	0	1	6	0	0	NA	0.012	NA	NA	0.050000001	NA	NA	0	NA	0	0	NA	0	0	4	2930	1	277	157	277	132	245	220	149	113	18.95000076	0.810000002	3.089999914	1.289999962	3.900000095	4.380000114	5.190000057	38.09999847	54.20000076	NA	NA
84	2000	6	1	3	1	2	2	1	TRUE	FALSE	0	0	0	0	1	7	1	4	NA	NA	NA	NA	0	NA	NA	0	NA	0	0	NA	0	0	4	2930	1	280	139	281	111	224	195	157	109	17.56999969	1.210000038	3.50999999	3.200000048	4.71999979	6.710000038	7.920000076	38	54.5	NA	NA
84	2001	7	1	0	2	1	2	NA	TRUE	TRUE	0	0	0	0	1	6	0	0	NA	NA	0	0	0.148000002	0	0	0	0	0	NA	0	0.018999999	NA	4	2930	1	268	165	268	165	262	262	118	134	13.81999969	1.320000052	1.730000019	4.239999771	3.049999952	5.96999979	7.289999962	35.70000076	55.90000153	NA	NA
110	1983	3	NA	0	0	0	2	0	TRUE	TRUE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	4	2930	1	256	120	313	115	229	167	194	141	16.79999924	0.769999981	1.799999952	3.349999905	2.569999933	5.150000095	5.920000076	35.5	54.09999847	36	NA
110	1984	4	0	0	0	0	1	1	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	4	2930	1	287	127	335	130	205	160	220	123	19.20000076	1.409999967	1.159999967	3.079999924	2.569999933	4.239999771	5.650000095	38.90000153	55.29999924	NA	2
110	1985	5	0	1	0	0	1	0	TRUE	FALSE	0	0	0	0	0	0	0	0	0.481000006	0.61500001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	2930	1	277	131	287	104	219	182	157	142	19.89999962	2.769999981	3.309999943	2.710000038	6.079999924	6.019999981	8.789999962	34.70000076	55.09999847	NA	NA
110	1986	6	1	0	1	1	1	0	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	0	0.286000013	NA	0.286000013	0.57099998	NA	NA	NA	NA	NA	NA	NA	4	2930	1	265	137	316	109	234	169	212	78	24.5	0.819999993	2.50999999	0.860000014	3.329999924	3.369999886	4.190000057	36	54.40000153	NA	NA
117	2002	2	NA	0	0	0	3	1	TRUE	FALSE	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	2930	1	283	144	283	144	226	226	132	96	12.76000023	1.620000005	2.180000067	4.090000153	3.799999952	6.269999981	7.889999866	39.20000076	55.5	NA	NA
117	2003	3	0	0	0	0	1	3	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	2930	1	276	130	276	130	219	219	177	119	18.87999916	0.400000006	1.320000052	1.580000043	1.720000029	2.900000095	3.299999952	33.90000153	56.29999924	NA	NA
117	2004	4	0	0	0	0	1	NA	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	2930	1	253	151	307	134	263	192	169	123	16.77000046	0.819999993	1.870000005	2.839999914	2.690000057	4.710000038	5.53000021	37.70000076	55.90000153	NA	NA
118	1982	2	NA	0	0	0	2	0	TRUE	FALSE	0	0	1	1	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	2930	1	288	97	348	119	174	136	225	103	19.89999962	0.25999999	2.130000114	1.429999948	2.390000105	3.559999943	3.819999933	39.59999847	54.90000153	NA	NA
122	2002	2	NA	0	0	0	1	3	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	0	NA	NA	0	NA	NA	NA	0.017000001	NA	NA	0.017000001	4	2930	1	283	144	283	144	226	226	132	96	12.76000023	1.620000005	2.180000067	4.090000153	3.799999952	6.269999981	7.889999866	39.20000076	55.5	NA	NA
122	2003	3	0	2	0	0	2	2	TRUE	FALSE	0	0	0	0	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	2930	1	276	130	276	130	219	219	177	119	18.87999916	0.400000006	1.320000052	1.580000043	1.720000029	2.900000095	3.299999952	33.90000153	56.29999924	NA	NA
122	2004	4	1	2	4	1	1	2	TRUE	FALSE	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	2930	1	253	151	307	134	263	192	169	123	16.77000046	0.819999993	1.870000005	2.839999914	2.690000057	4.710000038	5.53000021	37.70000076	55.90000153	NA	NA
133	2002	2	NA	0	0	0	3	1	TRUE	FALSE	0	0	0	0	1	0	0	0	0	0.026000001	NA	NA	0	NA	NA	0	NA	0	0	NA	0	0	4	2930	1	283	144	283	144	226	226	132	96	12.76000023	1.620000005	2.180000067	4.090000153	3.799999952	6.269999981	7.889999866	39.20000076	55.5	NA	NA
133	2003	3	0	1	0	0	2	1	TRUE	FALSE	0	0	0	0	1	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	2930	1	276	130	276	130	219	219	177	119	18.87999916	0.400000006	1.320000052	1.580000043	1.720000029	2.900000095	3.299999952	33.90000153	56.29999924	NA	NA
189	1966	3	NA	3	0	0	1	1	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0.108000003	4	2930	0	317	132	319	83	180	129	197	116	16.60000038	1.590000033	2.869999886	2.380000114	4.460000038	5.25	6.840000153	41.29999924	54.70000076	NA	0
189	1967	4	1	3	0	0	1	0	TRUE	TRUE	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	2930	0	276	126	312	94	215	147	229	141	19.60000038	1.929999948	1.49000001	1.75	3.420000076	3.24000001	5.170000076	40	57.20000076	NA	0
189	1968	5	1	5	1	1	1	0	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	2930	0	302	135	324	123	198	164	230	122	18.10000038	2.529999971	2.019999981	3.140000105	4.550000191	5.159999847	7.690000057	40.29999924	55	NA	NA
189	1969	6	1	2	1	3	2	0	TRUE	FALSE	1	0	0	0	0	0	0	0	NA	NA	0.216000006	0.054000001	NA	0.324000001	0.243000001	NA	NA	NA	NA	NA	NA	NA	4	2930	0	281	106	304	109	190	169	182	110	17.60000038	0.079999998	3.660000086	2.069999933	3.74000001	5.730000019	5.809999943	36.09999847	55.20000076	34	NA
200	1981	2	NA	3	0	0	2	3	TRUE	FALSE	0	0	0	0	1	3	0	0	NA	NA	NA	NA	0.052000001	NA	NA	0.017000001	0	0	0	0.02	0.005	0.035	4	2930	1	288	141	340	122	218	147	219	83	10.89999962	0	1.090000033	0.99000001	1.090000033	2.079999924	4.610000134	36.79999924	53.20000076	49	3
201	1981	2	NA	3	0	0	2	3	TRUE	FALSE	0	0	0	0	1	4	0	0	NA	NA	NA	NA	0.052000001	NA	NA	0.017000001	0	0	0	0.02	0.005	0.035	4	2930	1	288	141	340	122	218	147	219	83	10.89999962	0	1.090000033	0.99000001	1.090000033	2.079999924	4.610000134	36.79999924	53.20000076	49	4
243	1965	2	NA	0	0	0	1	0	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	2930	1	297	145	315	122	213	172	194	209	23.79999924	1.549999952	2.940000057	2.00999999	4.489999771	4.949999809	6.5	41	56.09999847	NA	NA
243	1966	3	0	2	0	0	1	1	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0.027000001	4	2930	1	317	132	319	83	180	129	197	116	16.60000038	1.590000033	2.869999886	2.380000114	4.460000038	5.25	6.840000153	41.29999924	54.70000076	NA	NA
251	1990	2	NA	0	0	0	2	0	TRUE	TRUE	0	0	1	4	0	0	0	0	NA	NA	0	0	0	0	0	0.135000005	NA	NA	NA	NA	NA	NA	4	2930	1	299	136	329	121	202	157	195	79	11.69999981	1.00999999	2.50999999	2.579999924	3.519999981	5.090000153	6.099999905	37.09999847	54.20000076	19	NA
251	1991	3	0	0	0	0	1	1	TRUE	TRUE	0	0	0	0	0	0	0	0	NA	NA	0	NA	0	0	NA	0.085000001	NA	NA	NA	NA	NA	NA	4	2930	1	281	136	307	136	220	194	186	124	17.29999924	0.469999999	3.529999971	2.220000029	4	5.75	6.21999979	37.70000076	54.79999924	NA	2
303	1978	2	NA	2	0	0	2	1	TRUE	FALSE	0	0	0	0	1	0	1	4	0.226999998	0.294999987	0	0	0.230000004	0.231999993	0.360000014	0.017999999	NA	NA	NA	NA	NA	NA	4	2930	1	305	128	322	120	188	163	226	119	24.70000076	0.159999996	2.779999971	1.409999967	2.940000057	4.190000057	4.349999905	39.09999847	55.79999924	57	0
303	1979	3	1	0	2	1	2	1	TRUE	TRUE	0	0	0	0	1	3	0	0	0.029999999	NA	0.085000001	0.064000003	0.017000001	0.024	0	0.101000004	NA	NA	0	NA	NA	0	4	2930	1	295	129	316	116	119	165	196	101	25.39999962	0.529999971	1.230000019	1.289999962	1.75999999	2.519999981	3.049999952	38.20000076	55.09999847	16	30
303	1980	4	0	3	0	0	3	1	TRUE	TRUE	1	4	0	0	1	0	1	0	0.035999998	0.046999998	NA	NA	0.050999999	NA	NA	0.050999999	0	0	0	0	0.071000002	0	4	2930	1	311	137	311	121	191	175	195	74	25.70000076	1.860000014	0.99000001	1.75999999	2.849999905	2.75	4.610000134	35.20000076	51.29999924	37	1
303	1981	5	1	2	2	3	3	2	TRUE	FALSE	1	6	0	0	1	7	0	0	0.025	0.016000001	0.027000001	0.046999998	0.061000001	0.050999999	0.037999999	0.052000001	NA	NA	0	NA	NA	0.096000001	4	2930	1	288	141	340	122	218	147	219	83	10.89999962	0	1.090000033	0.99000001	1.090000033	2.079999924	4.610000134	36.79999924	53.20000076	26	2
303	1982	6	1	0	0	0	2	0	TRUE	FALSE	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	2930	1	288	97	348	119	174	136	225	103	19.89999962	0.25999999	2.130000114	1.429999948	2.390000105	3.559999943	3.819999933	39.59999847	54.90000153	NA	NA
303	1983	7	1	2	0	0	2	0	TRUE	TRUE	0	0	0	0	0	0	0	0	0.635999978	0.363999993	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	4	2930	1	256	120	313	115	229	167	194	141	16.79999924	0.769999981	1.799999952	3.349999905	2.569999933	5.150000095	5.920000076	35.5	54.09999847	36	NA
303	1984	8	1	2	1	2	1	1	TRUE	FALSE	0	0	0	0	0	0	0	0	0.451999992	0.386999995	0	0.238999993	0	0.666999996	0.35800001	0	NA	NA	NA	NA	NA	NA	4	2930	1	287	127	335	130	205	160	220	123	19.20000076	1.409999967	1.159999967	3.079999924	2.569999933	4.239999771	5.650000095	38.90000153	55.29999924	NA	2
306	1978	2	NA	0	0	0	2	1	TRUE	FALSE	0	0	0	0	1	4	0	0	0.158999994	0.226999998	0.024	0.079999998	0.230000004	0.032000002	0.039999999	0.017999999	NA	NA	0	NA	NA	0	4	2930	1	305	128	322	120	188	163	226	119	24.70000076	0.159999996	2.779999971	1.409999967	2.940000057	4.190000057	4.349999905	39.09999847	55.79999924	57	0
306	1979	3	0	2	0	0	2	1	TRUE	TRUE	0	0	0	0	1	0	0	0	0.181999996	0.181999996	NA	NA	0.017000001	NA	NA	0.101000004	0.048999999	0	0	0.182999998	0.27700001	0.017000001	4	2930	1	295	129	316	116	119	165	196	101	25.39999962	0.529999971	1.230000019	1.289999962	1.75999999	2.519999981	3.049999952	38.20000076	55.09999847	16	5
306	1980	4	1	3	1	2	3	1	TRUE	TRUE	1	5	0	0	1	6	1	1	0.071000002	0.063000001	0	0	0.039000001	0.119999997	0.071000002	0.044	0	0	0	0.015	0.022	0	4	2930	1	311	137	311	121	191	175	195	74	25.70000076	1.860000014	0.99000001	1.75999999	2.849999905	2.75	4.610000134	35.20000076	51.29999924	37	1
306	1981	5	1	2	2	2	3	2	TRUE	FALSE	1	6	0	0	1	7	0	0	0.032000002	0.02	0.023	0.071999997	0.035	0.030999999	0.029999999	0.182999998	NA	NA	0	NA	NA	0	4	2930	1	288	141	340	122	218	147	219	83	10.89999962	0	1.090000033	0.99000001	1.090000033	2.079999924	4.610000134	36.79999924	53.20000076	27	3
319	1999	2	NA	1	0	0	1	3	TRUE	FALSE	0	0	0	0	0	0	0	0	0.349999994	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	0	4	2930	1	277	157	277	132	245	220	149	113	18.95000076	0.810000002	3.089999914	1.289999962	3.900000095	4.380000114	5.190000057	38.09999847	54.20000076	NA	NA
18	1970	3	NA	4	0	0	1	0	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	0	276	119	283	125	208	207	174	146	20.60000038	3.779999971	1.940000057	2.289999962	5.71999979	4.230000019	8.010000229	34.59999847	56	NA	NA
23	1989	5	NA	0	0	0	1	1	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	313	134	313	134	186	186	185	107	16.39999962	2.119999886	1.980000019	1.450000048	4.099999905	3.430000067	5.550000191	36	55.79999924	NA	NA
23	1990	6	0	3	0	0	2	2	TRUE	TRUE	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	299	136	329	121	202	157	195	79	11.69999981	1.00999999	2.50999999	2.579999924	3.519999981	5.090000153	6.099999905	37.09999847	54.20000076	NA	NA
23	1991	7	1	1	0	3	2	0	TRUE	TRUE	1	5	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	281	136	307	136	220	194	186	124	17.29999924	0.469999999	3.529999971	2.220000029	4	5.75	6.21999979	37.70000076	54.79999924	NA	NA
30	1994	2	NA	0	0	0	3	0	TRUE	FALSE	0	0	0	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	283	130	309	102	212	158	181	102	17.89999962	1.049999952	1.039999962	2.680000067	2.089999914	3.720000029	4.769999981	33.70000076	52.90000153	NA	NA
30	1995	3	0	0	0	0	3	0	TRUE	FALSE	0	0	0	0	2	8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	279	150	312	150	236	203	210	117	29.70000076	0.430000007	0.300000012	1.74000001	0.730000019	2.039999962	2.470000029	36.09999847	56.20000076	NA	NA
30	1996	4	0	3	0	0	3	0	TRUE	TRUE	0	0	0	0	2	12	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	273	111	314	120	203	171	164	131	23.5	2.00999999	2.339999914	0.949999988	4.349999905	3.289999962	5.300000191	37.70000076	53.5	NA	NA
30	1997	5	1	1	1	1	2	0	TRUE	FALSE	0	0	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	261	146	298	99	250	166	187	138	25.79999924	2.019999981	1.080000043	1.269999981	3.099999905	2.349999905	4.369999886	36.09999847	55.29999924	NA	NA
35	1994	2	NA	0	0	0	3	0	TRUE	FALSE	0	0	0	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	283	130	309	102	212	158	181	102	17.89999962	1.049999952	1.039999962	2.680000067	2.089999914	3.720000029	4.769999981	33.70000076	52.90000153	NA	NA
35	1995	3	0	0	0	0	3	0	TRUE	FALSE	0	0	0	0	2	4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	279	150	312	150	236	203	210	117	29.70000076	0.430000007	0.300000012	1.74000001	0.730000019	2.039999962	2.470000029	36.09999847	56.20000076	NA	NA
35	1996	4	1	4	0	0	3	0	TRUE	TRUE	0	0	0	0	2	11	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	273	111	314	120	203	171	164	131	23.5	2.00999999	2.339999914	0.949999988	4.349999905	3.289999962	5.300000191	37.70000076	53.5	NA	NA
35	1997	5	1	0	0	0	2	0	TRUE	FALSE	0	0	0	0	1	3	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	261	146	298	99	250	166	187	138	25.79999924	2.019999981	1.080000043	1.269999981	3.099999905	2.349999905	4.369999886	36.09999847	55.29999924	NA	NA
35	1998	6	1	0	1	0	3	0	TRUE	TRUE	2	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	281	169	285	169	253	249	108	143	16.61000061	1.269999981	0.790000021	2.50999999	2.059999943	3.299999952	4.570000172	35.70000076	54.20000076	NA	NA
36	1994	2	NA	0	0	0	2	2	TRUE	FALSE	0	0	1	4	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	283	130	309	102	212	158	181	102	17.89999962	1.049999952	1.039999962	2.680000067	2.089999914	3.720000029	4.769999981	33.70000076	52.90000153	NA	NA
36	1995	3	0	0	0	0	2	2	TRUE	FALSE	0	0	1	5	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	279	150	312	150	236	203	210	117	29.70000076	0.430000007	0.300000012	1.74000001	0.730000019	2.039999962	2.470000029	36.09999847	56.20000076	NA	NA
36	1996	4	0	0	0	0	4	2	TRUE	TRUE	2	4	1	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	273	111	314	120	203	171	164	131	23.5	2.00999999	2.339999914	0.949999988	4.349999905	3.289999962	5.300000191	37.70000076	53.5	NA	NA
36	1997	5	0	1	0	0	2	2	TRUE	FALSE	0	0	1	4	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	261	146	298	99	250	166	187	138	25.79999924	2.019999981	1.080000043	1.269999981	3.099999905	2.349999905	4.369999886	36.09999847	55.29999924	NA	NA
