ANIMAL	YEAR	AGE	REPLAST	YOUNG	MYEARL	FYEARL	MATRILINE	OTHFEM	MALEPRES	NEWMALE	YOUNGAD	OFFSPYOUNG	OLDAD	OFFSPOLD	SAMEAD	OFFSSAME	2YR	GPUP	MYOUNGAM	FYOUNGAM	MYEARLAM	FYEARLAM	FADAM	MYEARLAG	FYEARLAG	FADAG	MYEARLAMNK	FYEARLAMNK	FADAMNK	MYEARLAGNK	FYEARLAGNK	FADAGNK	COLONY	ELEV	RESIDENT	FSNOWF	LSNOWF	FSNOWC	LSNOWC	LWINT1	LWINT2	GROWSEAS1	GROWSEAS2	SEPMAYPRECIP	JUNEPRECIP	JULYPRECIP	AUGPRECIP	JUNJULPRECIP	JULAUGPRECIP	JUNAUGPRECIP	TEMPSEPTNOV	TEMPJUNAUG	MATDOM	ADFEMDOM
37	1994	2	NA	0	0	0	NA	NA	TRUE	FALSE	0	0	0	0	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	283	130	309	102	212	158	181	102	17.89999962	1.049999952	1.039999962	2.680000067	2.089999914	3.720000029	4.769999981	33.70000076	52.90000153	NA	NA
37	1995	3	0	2	0	0	3	NA	TRUE	FALSE	0	0	0	0	2	4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	279	150	312	150	236	203	210	117	29.70000076	0.430000007	0.300000012	1.74000001	0.730000019	2.039999962	2.470000029	36.09999847	56.20000076	NA	NA
37	1996	4	1	4	1	1	3	NA	TRUE	TRUE	0	0	0	0	2	13	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	273	111	314	120	203	171	164	131	23.5	2.00999999	2.339999914	0.949999988	4.349999905	3.289999962	5.300000191	37.70000076	53.5	NA	NA
47	1995	2	NA	0	0	0	1	NA	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	279	150	312	150	236	203	210	117	29.70000076	0.430000007	0.300000012	1.74000001	0.730000019	2.039999962	2.470000029	36.09999847	56.20000076	NA	NA
53	1997	2	NA	0	0	0	2	7	TRUE	FALSE	0	0	2	9	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	261	146	298	99	250	166	187	138	25.79999924	2.019999981	1.080000043	1.269999981	3.099999905	2.349999905	4.369999886	36.09999847	55.29999924	NA	NA
54	1996	2	NA	0	0	0	4	2	TRUE	TRUE	0	0	2	0	1	4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	273	111	314	120	203	171	164	131	23.5	2.00999999	2.339999914	0.949999988	4.349999905	3.289999962	5.300000191	37.70000076	53.5	NA	NA
62	1991	3	NA	0	0	0	1	NA	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	0	281	136	307	136	220	194	186	124	17.29999924	0.469999999	3.529999971	2.220000029	4	5.75	6.21999979	37.70000076	54.79999924	NA	NA
62	1992	4	0	3	0	0	1	1	TRUE	FALSE	0	0	0	0	0	0	3	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	0	258	108	297	108	215	176	161	110	15.89999962	2.589999914	2.329999924	1.330000043	4.920000076	3.660000086	6.25	36.09999847	54.09999847	NA	NA
62	1993	5	1	0	1	3	1	1	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	0	280	127	306	128	212	187	198	122	23.5	1.100000024	2.769999981	3.539999962	3.869999886	6.309999943	7.409999847	34.40000153	52.70000076	NA	NA
67	1993	2	NA	0	0	0	0	6	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	280	127	306	128	212	187	198	122	23.5	1.100000024	2.769999981	3.539999962	3.869999886	6.309999943	7.409999847	34.40000153	52.70000076	NA	NA
69	1991	3	NA	0	0	0	NA	NA	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	0	281	136	307	136	220	194	186	124	17.29999924	0.469999999	3.529999971	2.220000029	4	5.75	6.21999979	37.70000076	54.79999924	NA	NA
69	1992	4	0	3	0	0	1	1	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	0	258	108	297	108	215	176	161	110	15.89999962	2.589999914	2.329999924	1.330000043	4.920000076	3.660000086	6.25	36.09999847	54.09999847	NA	NA
69	1993	5	1	2	2	0	1	1	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	0	280	127	306	128	212	187	198	122	23.5	1.100000024	2.769999981	3.539999962	3.869999886	6.309999943	7.409999847	34.40000153	52.70000076	NA	NA
70	1985	3	NA	0	0	0	1	0	TRUE	TRUE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	0	277	131	287	104	219	182	157	142	19.89999962	2.769999981	3.309999943	2.710000038	6.079999924	6.019999981	8.789999962	34.70000076	55.09999847	NA	NA
70	1986	4	0	0	0	0	1	0	TRUE	TRUE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	0	265	137	316	109	234	169	212	78	24.5	0.819999993	2.50999999	0.860000014	3.329999924	3.369999886	4.190000057	36	54.40000153	NA	NA
87	1998	2	NA	0	0	0	2	2	TRUE	TRUE	0	0	1	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	281	169	285	169	253	249	108	143	16.61000061	1.269999981	0.790000021	2.50999999	2.059999943	3.299999952	4.570000172	35.70000076	54.20000076	NA	NA
87	1999	3	0	0	0	0	2	1	FALSE	FALSE	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	277	157	277	132	245	220	149	113	18.95000076	0.810000002	3.089999914	1.289999962	3.900000095	4.380000114	5.190000057	38.09999847	54.20000076	NA	NA
87	2000	4	0	0	0	0	1	1	TRUE	TRUE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	280	139	281	111	224	195	157	109	17.56999969	1.210000038	3.50999999	3.200000048	4.71999979	6.710000038	7.920000076	38	54.5	NA	NA
88	1992	3	NA	2	0	0	NA	1	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	258	108	297	108	215	176	161	110	15.89999962	2.589999914	2.329999924	1.330000043	4.920000076	3.660000086	6.25	36.09999847	54.09999847	NA	NA
88	1993	4	1	0	0	0	2	NA	TRUE	FALSE	0	0	0	0	1	4	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	280	127	306	128	212	187	198	122	23.5	1.100000024	2.769999981	3.539999962	3.869999886	6.309999943	7.409999847	34.40000153	52.70000076	NA	NA
93	1997	3	NA	1	0	0	0	0	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	0	261	146	298	99	250	166	187	138	25.79999924	2.019999981	1.080000043	1.269999981	3.099999905	2.349999905	4.369999886	36.09999847	55.29999924	NA	NA
97	1998	2	NA	1	0	0	3	1	TRUE	FALSE	0	0	2	5	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	281	169	285	169	253	249	108	143	16.61000061	1.269999981	0.790000021	2.50999999	2.059999943	3.299999952	4.570000172	35.70000076	54.20000076	NA	NA
97	1999	3	1	0	3	1	1	NA	FALSE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	277	157	277	132	245	220	149	113	18.95000076	0.810000002	3.089999914	1.289999962	3.900000095	4.380000114	5.190000057	38.09999847	54.20000076	NA	NA
97	2000	4	0	3	0	0	1	NA	TRUE	TRUE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	280	139	281	111	224	195	157	109	17.56999969	1.210000038	3.50999999	3.200000048	4.71999979	6.710000038	7.920000076	38	54.5	NA	NA
101	1998	2	NA	0	0	0	2	2	TRUE	TRUE	0	0	1	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	281	169	285	169	253	249	108	143	16.61000061	1.269999981	0.790000021	2.50999999	2.059999943	3.299999952	4.570000172	35.70000076	54.20000076	NA	NA
101	1999	3	0	0	0	0	2	1	FALSE	FALSE	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	277	157	277	132	245	220	149	113	18.95000076	0.810000002	3.089999914	1.289999962	3.900000095	4.380000114	5.190000057	38.09999847	54.20000076	NA	NA
103	2000	2	NA	0	0	0	2	1	TRUE	TRUE	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	280	139	281	111	224	195	157	109	17.56999969	1.210000038	3.50999999	3.200000048	4.71999979	6.710000038	7.920000076	38	54.5	NA	NA
103	2001	3	1	2	1	0	1	0	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	268	165	268	165	262	262	118	134	13.81999969	1.320000052	1.730000019	4.239999771	3.049999952	5.96999979	7.289999962	35.70000076	55.90000153	NA	NA
103	2002	4	1	4	0	0	1	0	TRUE	TRUE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	283	144	283	144	226	226	132	96	12.76000023	1.620000005	2.180000067	4.090000153	3.799999952	6.269999981	7.889999866	39.20000076	55.5	NA	NA
103	2003	5	1	2	0	2	1	0	TRUE	FALSE	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	276	130	276	130	219	219	177	119	18.87999916	0.400000006	1.320000052	1.580000043	1.720000029	2.900000095	3.299999952	33.90000153	56.29999924	NA	NA
103	2004	6	1	2	5	1	1	0	TRUE	FALSE	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	253	151	307	134	263	192	169	123	16.77000046	0.819999993	1.870000005	2.839999914	2.690000057	4.710000038	5.53000021	37.70000076	55.90000153	NA	NA
109	1991	2	NA	0	0	0	1	2	TRUE	FALSE	0	0	1	5	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	281	136	307	136	220	194	186	124	17.29999924	0.469999999	3.529999971	2.220000029	4	5.75	6.21999979	37.70000076	54.79999924	NA	NA
109	1992	3	0	2	0	0	1	0	TRUE	FALSE	0	0	0	0	0	0	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	258	108	297	108	215	176	161	110	15.89999962	2.589999914	2.329999924	1.330000043	4.920000076	3.660000086	6.25	36.09999847	54.09999847	NA	NA
109	1993	4	1	2	1	2	2	2	TRUE	FALSE	0	0	0	0	1	3	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	280	127	306	128	212	187	198	122	23.5	1.100000024	2.769999981	3.539999962	3.869999886	6.309999943	7.409999847	34.40000153	52.70000076	NA	NA
109	1994	5	1	2	0	1	1	2	TRUE	FALSE	1	0	0	0	0	0	2	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	283	130	309	102	212	158	181	102	17.89999962	1.049999952	1.039999962	2.680000067	2.089999914	3.720000029	4.769999981	33.70000076	52.90000153	NA	NA
109	1995	6	1	3	2	2	1	2	TRUE	FALSE	1	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	279	150	312	150	236	203	210	117	29.70000076	0.430000007	0.300000012	1.74000001	0.730000019	2.039999962	2.470000029	36.09999847	56.20000076	NA	NA
109	1996	7	1	0	1	2	4	2	TRUE	TRUE	3	4	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	273	111	314	120	203	171	164	131	23.5	2.00999999	2.339999914	0.949999988	4.349999905	3.289999962	5.300000191	37.70000076	53.5	NA	NA
109	1997	8	0	2	0	0	2	2	TRUE	FALSE	1	5	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	261	146	298	99	250	166	187	138	25.79999924	2.019999981	1.080000043	1.269999981	3.099999905	2.349999905	4.369999886	36.09999847	55.29999924	NA	NA
112	2000	2	NA	0	0	0	2	1	TRUE	TRUE	0	0	0	0	1	2	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	280	139	281	111	224	195	157	109	17.56999969	1.210000038	3.50999999	3.200000048	4.71999979	6.710000038	7.920000076	38	54.5	NA	NA
120	2000	2	NA	0	0	0	1	4	TRUE	TRUE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	0	280	139	281	111	224	195	157	109	17.56999969	1.210000038	3.50999999	3.200000048	4.71999979	6.710000038	7.920000076	38	54.5	NA	NA
120	2001	3	0	0	0	0	1	0	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	0	268	165	268	165	262	262	118	134	13.81999969	1.320000052	1.730000019	4.239999771	3.049999952	5.96999979	7.289999962	35.70000076	55.90000153	NA	NA
120	2002	4	0	0	0	0	1	0	TRUE	TRUE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	0	283	144	283	144	226	226	132	96	12.76000023	1.620000005	2.180000067	4.090000153	3.799999952	6.269999981	7.889999866	39.20000076	55.5	NA	NA
120	2003	5	0	0	0	0	1	0	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	0	276	130	276	130	219	219	177	119	18.87999916	0.400000006	1.320000052	1.580000043	1.720000029	2.900000095	3.299999952	33.90000153	56.29999924	NA	NA
120	2004	6	0	2	0	0	1	0	TRUE	FALSE	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	0	253	151	307	134	263	192	169	123	16.77000046	0.819999993	1.870000005	2.839999914	2.690000057	4.710000038	5.53000021	37.70000076	55.90000153	NA	NA
142	2003	2	NA	0	0	0	1	0	TRUE	TRUE	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	0	276	130	276	130	219	219	177	119	18.87999916	0.400000006	1.320000052	1.580000043	1.720000029	2.900000095	3.299999952	33.90000153	56.29999924	NA	NA
142	2004	3	0	3	0	0	1	0	TRUE	TRUE	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	0	253	151	307	134	263	192	169	123	16.77000046	0.819999993	1.870000005	2.839999914	2.690000057	4.710000038	5.53000021	37.70000076	55.90000153	NA	NA
154	1974	3	NA	0	0	0	1	0	FALSE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	0	282	134	335	125	217	155	215	75	15.30000019	1.610000014	1.419999957	1.220000029	3.029999971	2.640000105	4.25	37.20000076	53.90000153	NA	NA
168	1996	2	NA	2	0	0	4	2	TRUE	TRUE	0	0	2	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	273	111	314	120	203	171	164	131	23.5	2.00999999	2.339999914	0.949999988	4.349999905	3.289999962	5.300000191	37.70000076	53.5	NA	NA
168	1997	3	1	2	1	2	3	2	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	261	146	298	99	250	166	187	138	25.79999924	2.019999981	1.080000043	1.269999981	3.099999905	2.349999905	4.369999886	36.09999847	55.29999924	NA	NA
168	1998	4	1	2	0	2	1	1	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	281	169	285	169	253	249	108	143	16.61000061	1.269999981	0.790000021	2.50999999	2.059999943	3.299999952	4.570000172	35.70000076	54.20000076	NA	NA
171	1975	2	NA	3	0	0	1	0	TRUE	TRUE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	0	302	161	302	130	224	193	177	55	17.39999962	0.930000007	1.950000048	1.320000052	2.880000114	3.269999981	4.199999809	35.79999924	51.79999924	NA	NA
171	1976	3	1	3	0	0	1	0	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	0	286	108	323	109	187	151	193	101	12.80000019	1.029999971	2.549999952	0.660000026	3.579999924	3.210000038	4.239999771	35.79999924	51.09999847	NA	NA
171	1977	4	1	0	2	0	1	1	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	0	298	135	317	96	202	144	208	119	8.600000381	0.910000026	1.519999981	1.789999962	2.430000067	3.309999943	4.21999979	36.70000076	53.59999847	NA	NA
171	1978	5	1	1	0	0	1	0	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	0	305	128	322	120	188	163	226	119	24.70000076	0.159999996	2.779999971	1.409999967	2.940000057	4.190000057	4.349999905	39.09999847	55.79999924	NA	NA
171	1979	6	1	5	3	1	1	0	TRUE	FALSE	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	0	295	129	316	116	119	165	196	101	25.39999962	0.529999971	1.230000019	1.289999962	1.75999999	2.519999981	3.049999952	38.20000076	55.09999847	NA	NA
171	1980	7	1	4	0	1	1	0	TRUE	FALSE	0	0	0	0	0	0	2	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	0	311	137	311	121	191	175	195	74	25.70000076	1.860000014	0.99000001	1.75999999	2.849999905	2.75	4.610000134	35.20000076	51.29999924	NA	NA
171	1981	8	1	0	2	0	2	0	TRUE	FALSE	1	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	0	288	141	340	122	218	147	219	83	10.89999962	0	1.090000033	0.99000001	1.090000033	2.079999924	4.610000134	36.79999924	53.20000076	NA	NA
171	1982	9	0	0	0	0	NA	NA	FALSE	FALSE	2	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	0	288	97	348	119	174	136	225	103	19.89999962	0.25999999	2.130000114	1.429999948	2.390000105	3.559999943	3.819999933	39.59999847	54.90000153	NA	NA
171	1983	10	0	3	0	0	3	0	TRUE	TRUE	2	0	0	0	0	0	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	0	256	120	313	115	229	167	194	141	16.79999924	0.769999981	1.799999952	3.349999905	2.569999933	5.150000095	5.920000076	35.5	54.09999847	NA	NA
171	1984	11	1	0	2	2	3	0	TRUE	TRUE	2	9	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	0	287	127	335	130	205	160	220	123	19.20000076	1.409999967	1.159999967	3.079999924	2.569999933	4.239999771	5.650000095	38.90000153	55.29999924	NA	NA
171	1985	12	0	0	0	0	NA	NA	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	0	277	131	287	104	219	182	157	142	19.89999962	2.769999981	3.309999943	2.710000038	6.079999924	6.019999981	8.789999962	34.70000076	55.09999847	NA	NA
171	1986	13	0	0	0	0	1	0	FALSE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	0	265	137	316	109	234	169	212	78	24.5	0.819999993	2.50999999	0.860000014	3.329999924	3.369999886	4.190000057	36	54.40000153	NA	NA
171	1987	14	0	0	0	0	3	NA	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	0	268	102	305	106	199	167	196	122	16.10000038	1.309999943	2.690000057	2.559999943	4	5.25	6.559999943	35.09999847	54.20000076	NA	NA
184	1981	2	NA	0	0	0	2	0	TRUE	FALSE	0	0	1	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	288	141	340	122	218	147	219	83	10.89999962	0	1.090000033	0.99000001	1.090000033	2.079999924	4.610000134	36.79999924	53.20000076	NA	NA
186	1966	3	NA	0	0	0	1	0	FALSE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	0	317	132	319	83	180	129	197	116	16.60000038	1.590000033	2.869999886	2.380000114	4.460000038	5.25	6.840000153	41.29999924	54.70000076	NA	NA
196	1977	2	NA	0	0	0	1	1	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	0	298	135	317	96	202	144	208	119	8.600000381	0.910000026	1.519999981	1.789999962	2.430000067	3.309999943	4.21999979	36.70000076	53.59999847	NA	NA
217	1982	2	NA	0	0	0	NA	NA	FALSE	FALSE	0	0	1	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	288	97	348	119	174	136	225	103	19.89999962	0.25999999	2.130000114	1.429999948	2.390000105	3.559999943	3.819999933	39.59999847	54.90000153	NA	NA
217	1983	3	0	0	0	0	3	0	TRUE	TRUE	0	0	1	6	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	256	120	313	115	229	167	194	141	16.79999924	0.769999981	1.799999952	3.349999905	2.569999933	5.150000095	5.920000076	35.5	54.09999847	NA	NA
217	1984	4	0	4	0	0	3	0	TRUE	TRUE	0	0	1	0	1	4	1	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	287	127	335	130	205	160	220	123	19.20000076	1.409999967	1.159999967	3.079999924	2.569999933	4.239999771	5.650000095	38.90000153	55.29999924	NA	NA
217	1985	5	1	1	0	0	2	0	TRUE	FALSE	0	0	0	0	1	5	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	277	131	287	104	219	182	157	142	19.89999962	2.769999981	3.309999943	2.710000038	6.079999924	6.019999981	8.789999962	34.70000076	55.09999847	NA	NA
217	1986	6	1	0	0	0	2	0	TRUE	FALSE	0	0	0	0	1	6	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	265	137	316	109	234	169	212	78	24.5	0.819999993	2.50999999	0.860000014	3.329999924	3.369999886	4.190000057	36	54.40000153	NA	NA
217	1987	7	0	2	0	0	3	0	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	268	102	305	106	199	167	196	122	16.10000038	1.309999943	2.690000057	2.559999943	4	5.25	6.559999943	35.09999847	54.20000076	NA	NA
217	1988	8	1	2	1	2	3	0	TRUE	TRUE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	311	128	318	128	182	175	212	105	14.39999962	1.440000057	0.620000005	3.539999962	2.059999943	4.159999847	5.599999905	37.09999847	54	NA	NA
230	1982	2	NA	0	0	0	NA	NA	FALSE	FALSE	0	0	1	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	288	97	348	119	174	136	225	103	19.89999962	0.25999999	2.130000114	1.429999948	2.390000105	3.559999943	3.819999933	39.59999847	54.90000153	NA	NA
230	1983	3	0	0	0	0	3	0	TRUE	TRUE	0	0	1	6	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	256	120	313	115	229	167	194	141	16.79999924	0.769999981	1.799999952	3.349999905	2.569999933	5.150000095	5.920000076	35.5	54.09999847	NA	NA
230	1984	4	0	3	0	0	3	0	TRUE	TRUE	0	0	1	0	1	5	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	287	127	335	130	205	160	220	123	19.20000076	1.409999967	1.159999967	3.079999924	2.569999933	4.239999771	5.650000095	38.90000153	55.29999924	NA	NA
230	1985	5	1	3	0	0	2	0	TRUE	FALSE	0	0	0	0	1	6	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	277	131	287	104	219	182	157	142	19.89999962	2.769999981	3.309999943	2.710000038	6.079999924	6.019999981	8.789999962	34.70000076	55.09999847	NA	NA
230	1986	6	1	3	0	0	2	0	TRUE	FALSE	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	265	137	316	109	234	169	212	78	24.5	0.819999993	2.50999999	0.860000014	3.329999924	3.369999886	4.190000057	36	54.40000153	NA	NA
230	1987	7	1	3	2	1	3	0	TRUE	FALSE	0	0	0	0	0	0	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	268	102	305	106	199	167	196	122	16.10000038	1.309999943	2.690000057	2.559999943	4	5.25	6.559999943	35.09999847	54.20000076	NA	NA
230	1988	8	1	5	0	3	3	0	TRUE	FALSE	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	2886	1	311	128	318	128	182	175	212	105	14.39999962	1.440000057	0.620000005	3.539999962	2.059999943	4.159999847	5.599999905	37.09999847	54	NA	NA
